date,SMA,EMA,MACD_Signal,MACD_Hist,MACD,RSI,ADX,CCI,Aroon Down,Aroon Up,Real Upper Band,Real Lower Band,Real Middle Band,Chaikin A/D,OBV,WMA,MOM,WILLR,SlowK,SlowD,4. close,Change_oil,Change_DAX,Change_gold,Change_Nikkei,Change_SP,Change_Shanghai,Change_USD_EUR,Change_USD_GBP,Change_USD_JPY,y
2012-01-17,-1.5792083760928644,-1.5632915047112776,0.00851741291842329,0.7817819391936004,0.2828746964590977,0.3927141811948288,-1.186645118143428,0.7849759259903403,-0.8811011881705186,0.946038764988314,-1.556530866373528,-1.5989161533147105,-1.5792083760928644,-1.6232238485666872,-1.3653554953101397,-1.5577272058958216,0.8245896547031173,0.8754946491700588,0.772370127581413,0.9469084740595805,-1.515831329737371,0.3,1.82,1.52,1.05,0.36,4.18,-0.57,-0.06,-0.01,1
2012-01-18,-1.5702657537618412,-1.5547014799738517,0.09479048666418356,0.8988530162663974,0.4050949442353941,0.7242120698342941,-1.0616620476020284,0.9300423431670312,-1.0237630682898655,0.946038764988314,-1.5429559362145064,-1.5947952985868186,-1.5702657537618412,-1.6043525329517332,-1.3349319738516727,-1.5474969274767802,0.9866169165759888,1.0678495684402665,0.8339777763454003,0.8915778789927692,-1.4846955176184016,-0.78,0.34,0.26,0.99,1.11,-1.39,-0.96,-0.64,-0.04,1
2012-01-19,-1.5594680129685303,-1.5454787786491555,0.19019576712712052,0.9964195620911058,0.5290311703396021,0.874908997182277,-0.9134273073842264,1.0983523026004969,-1.1664249484092124,0.946038764988314,-1.5321160643680511,-1.5840671450093893,-1.5594680129685303,-1.5971274749080984,-1.3046473634102564,-1.536670154051366,1.2738470626233525,1.00699931558847,1.1479815563683355,0.9925840098572922,-1.4695993662879925,0.8,0.97,-0.33,1.04,0.49,1.31,-0.8,-0.34,0.37,0
2012-01-19,-1.5594680129685303,-1.5454787786491555,0.19019576712712052,0.9964195620911058,0.5290311703396021,0.874908997182277,-0.9134273073842264,1.0983523026004969,-1.1664249484092124,0.946038764988314,-1.5321160643680511,-1.5840671450093893,-1.5594680129685303,-1.5971274749080984,-1.3046473634102564,-1.536670154051366,1.2738470626233525,1.00699931558847,1.1479815563683355,0.9925840098572922,-1.4695993662879925,0.8,0.97,-0.33,1.04,0.49,1.31,-0.8,-0.34,0.37,0
2012-01-19,-1.5594680129685303,-1.5454787786491555,0.19019576712712052,0.9964195620911058,0.5290311703396021,0.874908997182277,-0.9134273073842264,1.0983523026004969,-1.1664249484092124,0.946038764988314,-1.5321160643680511,-1.5840671450093893,-1.5594680129685303,-1.5971274749080984,-1.3046473634102564,-1.536670154051366,1.2738470626233525,1.00699931558847,1.1479815563683355,0.9925840098572922,-1.4695993662879925,0.8,0.97,-0.33,1.04,0.49,1.31,-0.8,-0.34,0.37,0
2012-01-19,-1.5594680129685303,-1.5454787786491555,0.19019576712712052,0.9964195620911058,0.5290311703396021,0.874908997182277,-0.9134273073842264,1.0983523026004969,-1.1664249484092124,0.946038764988314,-1.5321160643680511,-1.5840671450093893,-1.5594680129685303,-1.5971274749080984,-1.3046473634102564,-1.536670154051366,1.2738470626233525,1.00699931558847,1.1479815563683355,0.9925840098572922,-1.4695993662879925,0.8,0.97,-0.33,1.04,0.49,1.31,-0.8,-0.34,0.37,0
2012-01-30,-1.5011982663967012,-1.4960526935720475,0.6570026388313248,0.4235463744925496,0.7661849305824848,0.963453522707832,0.11631800473466936,0.4917682376643122,-1.1664249484092124,0.6448814203962155,-1.4768425113569523,-1.5228324724148534,-1.5011982663967012,-1.55672012163119,-1.3088959700007163,-1.4786862086720525,0.9276979122585812,0.8315591178836891,0.2120133782175992,0.3460921083646958,-1.4478986487505288,-0.64,-1.04,-0.05,-0.54,-0.25,-1.47,0.69,0.19,-0.42,1
2012-01-31,-1.4921605097855604,-1.4900579281899025,0.689389123012852,0.3228461123512039,0.7612036553644109,0.9972584195397964,0.23785110344180216,0.5617977566798513,-1.1664249484092124,0.946038764988314,-1.4772172561708052,-1.5040625813671449,-1.4921605097855604,-1.5561296665375182,-1.2812906888536912,-1.4720708645940532,1.0013466676553409,0.7948935922761617,0.3891358535747804,0.3635046524837724,-1.445068120376077,0.21,0.22,0.39,0.11,-0.05,0.33,0.46,-0.33,-0.13,1
2012-02-01,-1.484264364535827,-1.4828205650439537,0.7216967679996986,0.32202976608384465,0.7912733978982979,1.2187025884929774,0.3754508065176076,0.7195157221735209,-1.0237630682898655,0.946038764988314,-1.47057827928921,-1.4948826385705682,-1.484264364535827,-1.5517005416818763,-1.2484446457875276,-1.4645064994281218,0.8245896547031173,0.9063048178939266,0.5970602126710781,0.4339949445068699,-1.4261979312130653,0.52,2.44,0.54,0.08,0.89,-1.07,-0.61,-0.49,-0.1,1
2012-02-02,-1.4763682192860934,-1.4755471169579628,0.7534262588922203,0.3158588905359571,0.8189142286622815,1.3044189919306282,0.5162723841163236,0.7667724542184984,-1.1664249484092124,0.946038764988314,-1.464051707179882,-1.4855862147529242,-1.4763682192860934,-1.550621760521124,-1.2188788496412386,-1.4569693684439962,0.8245896547031173,0.9219371959471728,0.7726418175841524,0.6352423249171947,-1.4186498555478606,0.46,0.59,0.56,0.76,0.11,1.96,0.09,0.17,-0.01,1
2012-02-03,-1.4678061340755388,-1.4659739442235231,0.7973265504635695,0.4459212845516752,0.90588593600139,1.6335416999103316,0.6879298669940458,1.0774998983054396,-1.1664249484092124,0.946038764988314,-1.4509356386950227,-1.4817638184552602,-1.4678061340755388,-1.5372700994178057,-1.1856129831787163,-1.4471998885853985,0.9276979122585812,1.014286283483082,1.1103874225607389,0.8941400224265172,-1.3875140434288913,2.24,1.67,-1.08,-0.51,1.46,0.77,0.01,-0.09,0.55,0
2012-02-06,-1.4596245859854535,-1.457403247303587,0.8428266206936468,0.4630206665819526,0.9546462626249024,1.6099776982951088,0.8475409606157528,0.9517241734425591,-1.0237630682898655,0.7954600926922648,-1.4404221514697009,-1.4760184211146028,-1.4596245859854535,-1.5211250962992573,-1.2116412611666554,-1.4383342609278356,0.8687789079411732,0.9964284627208668,1.2297020279065285,1.1212345398585344,-1.3884575528870418,1.18,-0.03,-0.87,1.1,-0.04,0.03,0.14,-0.02,-0.05,1
2012-02-07,-1.4510149336348404,-1.4492860400127208,0.8857315674321525,0.43532633890971184,0.985222157039684,1.6497039757486205,1.0124410606445389,0.9029561674827148,-1.1664249484092124,0.946038764988314,-1.4324790364952524,-1.4667387341878595,-1.4510149336348404,-1.5129447711403758,-1.1840664199199182,-1.429884262943819,0.9350627877982572,0.9578258520724534,1.2562694288886669,1.29483752113214,-1.3846835150544394,0.26,-0.16,1.37,-0.13,0.2,-1.68,-1.04,-0.49,0.27,1
2012-02-08,-1.4425004155643446,-1.440672498177168,0.9287022134995588,0.4359759047568579,1.025822327729747,1.7879063480910644,1.1795793655410105,0.9287281513263528,-0.7384393080511716,0.946038764988314,-1.4226626642487652,-1.459593726438741,-1.4425004155643446,-1.4939564287172615,-1.1534542328865691,-1.4209869411513332,0.9203330367189052,1.0678495684402665,1.2958740687165338,1.3614198129748882,-1.3714743826403313,0.83,-0.08,-0.98,1.1,0.22,2.43,0.04,0.54,0.39,1
2012-02-10,-1.4255189465634115,-1.4242608008557074,1.009443403751893,0.3406916173140139,1.068178598543158,1.5244601471917625,1.5287250688180054,0.7235414271012565,-1.0237630682898655,0.7954600926922648,-1.4053814574666357,-1.4429636420554648,-1.4255189465634115,-1.4746556211037398,-1.1478073996072429,-1.4039605482140851,0.8172247791634413,0.7507986161615577,0.9212290800822122,1.2621315303179843,-1.3705308731821808,-1.08,-1.41,-0.9,-0.61,-0.69,0.1,0.8,0.47,-0.06,1
2012-02-13,-1.4161482199718605,-1.4159449835782285,1.0416393598796083,0.3208271914749391,1.091443067312576,1.744180929247627,1.7091357860190333,0.8465383881219066,-1.1664249484092124,0.946038764988314,-1.3993454892429074,-1.4301597270261828,-1.4161482199718605,-1.4656664751254047,-1.1227759124657928,-1.3954066428116825,1.0529007964330728,0.995285209377997,0.8320022018969105,1.0956214648797291,-1.3497736651028678,0.53,0.68,-0.02,0.58,0.68,-0.01,-0.09,-0.16,-0.12,1
2012-02-14,-1.4074910004811882,-1.407877095545783,1.0703696764078197,0.28377560443705385,1.1054085384165313,1.8019254376596137,1.8829031690268023,0.7515373560569452,-1.1664249484092124,0.946038764988314,-1.392470686402221,-1.419676241640016,-1.4074910004811882,-1.4476319826570885,-1.0937014812074026,-1.3872007086451004,0.9424276633379329,1.0678495684402665,0.9052343014923812,0.9581727098735292,-1.3441126083539645,0.2,-0.15,-0.41,0.59,-0.09,-0.3,0.57,0.52,1.15,0
2012-02-15,-1.4013072722735656,-1.4023004013291318,1.0816371113142644,0.09714831421850877,1.050376866537055,1.3257956178684882,2.0773418708762548,0.6591310822957538,-1.1664249484092124,0.946038764988314,-1.3877772270034068,-1.4119630503055725,-1.4013072722735656,-1.4647317702196891,-1.125207241557329,-1.381534195869794,0.5594541352747818,0.21020940714184272,0.4693309798118805,0.7959593547939903,-1.3620392880588257,0.65,0.44,0.61,2.3,-0.54,0.94,0.38,-0.06,0.12,1
2012-02-16,-1.3941722012647702,-1.3939904871289148,1.0963898956188836,0.13438423751031384,1.0773294541946998,1.6929985478677287,2.2538749337842217,0.6644672429111026,-0.7384393080511716,0.7954600926922648,-1.3769808606585106,-1.4086391811686745,-1.3941722012647702,-1.448630075994743,-1.0951500805231416,-1.3732017698413768,0.7067516460683015,0.8963208576919509,0.3737349117052221,0.6314555354376262,-1.3280729475654045,0.99,-0.09,0.03,-0.24,1.1,-0.42,-0.51,-0.66,0.42,0
2012-02-17,-1.3871798316761508,-1.3871974733633716,1.1044774830065416,0.06313388641187398,1.0598764731797012,1.5017246969694809,2.4215834819590847,0.6282302943318847,-0.8811011881705186,0.6448814203962155,-1.3702476840965023,-1.4013950097595935,-1.3871798316761508,-1.4477291781489998,-1.12565024254274,-1.3662700537698602,0.6846570194492736,0.7438508925823372,-0.066146727872531,0.2827699664050201,-1.3356210232306092,-0.44,1.42,-0.13,1.58,0.23,0.01,-0.13,-0.22,0.92,1
2012-02-21,-1.3799020592471791,-1.380507287395308,1.1072040051559144,0.00585797894392764,1.042300040486436,1.5633910153080517,2.590375492362891,0.6227605662444556,-1.0237630682898655,0.946038764988314,-1.364521109074844,-1.3925272631880885,-1.3799020592471791,-1.445235098212931,-1.0975043055017657,-1.3594603696070608,0.7288462726873295,0.8404235718448723,0.5535548806610276,0.3130015870515105,-1.3299599664817057,1.34,-0.58,1.89,-0.23,0.07,0.75,0.03,0.41,0.3,0
2012-02-22,-1.3729572567986188,-1.375361041764218,1.097283406491931,-0.12936583018154565,0.9854351111846944,1.3157756696898637,2.7507279022465068,0.4872474924554398,-1.1664249484092124,0.7954600926922648,-1.3630427622568662,-1.3799344458232337,-1.3729572567986188,-1.4525036035557841,-1.1238697401517783,-1.354245830378581,0.6772921439095976,0.6236023525486202,0.18028386718341605,0.2435645742214056,-1.3393950610632115,1.02,-0.93,0.73,0.96,-0.33,0.93,-0.05,0.74,0.52,1
2012-02-23,-1.3668210957310545,-1.3693447587133407,1.0839267329264486,-0.16604874471159126,0.9599886340019069,1.4821377420403716,2.9030683940687254,0.4889278272965061,-0.7384393080511716,0.6448814203962155,-1.3576192319949902,-1.3730745456896354,-1.3668210957310545,-1.4391864196894968,-1.0965450623495407,-1.3483353486784595,0.5520892597351058,0.9264966395460364,0.44258892097083824,0.4261789441461708,-1.3252424191909526,0.59,-0.5,0.84,0.44,0.43,0.25,-0.98,-0.5,-0.41,1
2012-02-24,-1.359733591862318,-1.363085306963609,1.0699820503673063,-0.17235128901227867,0.9446713670209278,1.5792660599967892,3.0618098666908864,0.6671619433093664,-0.8811011881705186,0.946038764988314,-1.3537837458994426,-1.3626341118436474,-1.359733591862318,-1.4391864196894968,-1.0711550951640891,-1.342194467698116,0.6993867705286255,0.9709240750897242,0.5811352972248083,0.4360806044961685,-1.3167508340675975,1.5,0.81,-0.55,0.54,0.17,1.25,-0.62,-0.88,1.57,1
2012-02-27,-1.3528363565538155,-1.3571500484087091,1.0541485121022736,-0.1925404977749264,0.9226969682894001,1.6120104110457891,3.121585618348248,0.5634724872913199,-1.0237630682898655,0.946038764988314,-1.3509050074003992,-1.3515892150245432,-1.3528363565538155,-1.431419849059322,-1.0439036585432548,-1.3364557416393463,0.6699272683699216,0.8824695122945108,0.8639607087905458,0.6814904767841135,-1.3139203056931457,-1.04,-0.22,-0.08,-0.14,0.14,0.3,0.44,0.41,-0.9,1
2012-02-29,-1.3374721703148762,-1.3433375140903958,1.038719024709979,-0.12038602124059405,0.9335699748527668,1.6129715306616004,3.2985891319608878,0.9010908930649216,-1.1664249484092124,0.946038764988314,-1.3443707798165476,-1.327111753944514,-1.3374721703148762,-1.4241069864838325,-1.0494307409458137,-1.3232520978799134,0.7435760237666814,0.6313947944731659,0.8076859466517539,0.970557099749867,-1.2988241543627363,0.91,-0.46,-4.31,0.01,-0.47,-0.95,1.02,-0.1,1.0,1
2012-03-02,-1.3231068940171682,-1.3294052996411274,1.031725331148515,-0.06528703715227235,0.9463719138890558,1.7761298709594062,3.4818938337997514,0.9889399941248548,-1.1664249484092124,0.946038764988314,-1.3356237466577223,-1.3069589893792446,-1.3231068940171682,-1.4083469419281052,-1.0471352325261207,-1.310202085271502,0.6772921439095976,0.8682924923542945,0.9161057828877022,0.9973237662257591,-1.2808974746578752,-2.02,-0.29,-0.71,0.72,-0.32,1.43,0.88,0.75,0.88,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-05,-1.319016119972125,-1.32595218986428,1.0095780873761386,-0.26003390046014313,0.8570916601663542,1.068944686056993,3.44548380047447,0.4752759239963246,-1.0237630682898655,0.7954600926922648,-1.3344204367659054,-1.2998858631904695,-1.319016119972125,-1.4166107463250175,-1.0730791440899108,-1.3072198000248747,0.23539961152903835,0.1947941454504471,0.2664794611952988,0.8030522706293416,-1.3063722300279408,0.12,-0.79,-0.34,-0.8,-0.39,-0.64,-0.13,-0.17,-0.33,0
2012-03-06,-1.3161145244285488,-1.325185646718438,0.9598568352642008,-0.5547261250599737,0.7067676378325729,0.4689519566972433,3.293742064094562,-0.3820413731443459,-1.1664249484092124,0.6448814203962155,-1.336699620906562,-1.2916225795920802,-1.3161145244285488,-1.4081176237117583,-1.1019849970172644,-1.3069757362074403,0.05127772303713871,-0.4650326555431179,-0.7465749333040507,0.16039731476836086,-1.330903475939856,-1.47,-3.4,-1.86,-0.63,-1.54,-1.41,0.79,0.92,-1.09,1
2012-03-07,-1.3124994217840922,-1.3227690982667404,0.9018508977779032,-0.6433216398605839,0.6211168634509214,0.7263221140483156,3.192039175393485,0.04663268705738319,-1.1664249484092124,0.4943027481001664,-1.3382029880559083,-1.2827120717154985,-1.3124994217840922,-1.4036372621995652,-1.0774266417269922,-1.3052902534993271,0.1617508561322785,-0.06296368538411286,-1.3232214389749557,-0.6434302560171776,-1.3129767962349952,1.75,0.57,0.71,-0.64,0.69,-0.65,-0.31,-0.19,0.89,1
2012-03-08,-1.3081708120387567,-1.3179531393295922,0.8534469172104212,-0.5406551243440935,0.6117376221945854,1.0814060990068148,3.1508248424477587,0.6228231468082975,-1.1664249484092124,0.3437240758041172,-1.335138370901065,-1.2770840261012157,-1.3081708120387567,-1.3964721515494367,-1.05239886299979,-1.301327347922464,0.2722239892274183,0.6740852991220486,-0.5183475684316291,-0.9251531823873438,-1.2856150219486282,1.06,2.45,0.88,2.01,0.98,1.06,-0.91,-0.52,0.29,1
2012-03-12,-1.299466025408026,-1.3079263817551583,0.782889122937673,-0.3720313415917183,0.6047348257448892,1.1954589600830243,3.086216279006031,0.6848572982643433,-1.1664249484092124,0.946038764988314,-1.327473933871148,-1.267322065179437,-1.299466025408026,-1.389125157096306,-1.0279764828986218,-1.2927915670103916,0.3385078690845021,0.8999066701056404,1.0903988009306418,0.3707271383785787,-1.2761799273671224,-0.51,0.31,-0.68,-0.4,0.02,-0.19,-0.26,0.25,-0.13,1
2012-03-13,-1.2933774314805206,-1.299083381593748,0.7783361594448649,-0.07196703187765276,0.705959029339924,1.7191144877732059,3.1210866554796564,1.3775680976974114,-0.7384393080511716,0.946038764988314,-1.3123124532969246,-1.270649997607768,-1.2933774314805206,-1.3735560389710662,-1.0015555765521449,-1.2846443713752995,0.5447243841954298,1.044770777664174,1.3018434862052886,1.0241029717396626,-1.229004454459593,0.7,1.37,-0.32,0.09,1.81,0.86,0.54,-0.47,0.71,1
2012-03-14,-1.287051001852722,-1.2900850924159584,0.7942255421394634,0.1465240965184625,0.7977083166279658,1.8194133957266083,3.1802066273668665,1.5280846281579392,-0.8811011881705186,0.946038764988314,-1.297185609076947,-1.2734583124578966,-1.287051001852722,-1.369003946699992,-0.9758701723649122,-1.2760814511740413,0.5815487618938098,0.8647100723837591,1.2564751370335985,1.3136293594325166,-1.2186258504199363,-0.99,1.19,-3.02,1.53,-0.12,-2.63,0.41,0.22,1.06,1
2012-03-15,-1.279487826583399,-1.2813091207447571,0.8225682326271617,0.2796324276822844,0.8711373748611833,1.8830240480006128,3.238927428959205,1.4047028433715751,-1.0237630682898655,0.946038764988314,-1.2852576328943033,-1.2704363845724542,-1.279487826583399,-1.3618579952299477,-0.9499492838729132,-1.2674868368378598,0.7730355259253854,0.9674807452884993,1.263476976532763,1.3757602927810693,-1.2120212842128826,-1.14,0.92,1.01,0.72,0.6,-0.73,-0.42,-0.24,-0.4,0
2012-03-15,-1.279487826583399,-1.2813091207447571,0.8225682326271617,0.2796324276822844,0.8711373748611833,1.8830240480006128,3.238927428959205,1.4047028433715751,-1.0237630682898655,0.946038764988314,-1.2852576328943033,-1.2704363845724542,-1.279487826583399,-1.3618579952299477,-0.9499492838729132,-1.2674868368378598,0.7730355259253854,0.9674807452884993,1.263476976532763,1.3757602927810693,-1.2120212842128826,-1.14,0.92,1.01,0.72,0.6,-0.73,-0.42,-0.24,-0.4,0
2012-03-15,-1.279487826583399,-1.2813091207447571,0.8225682326271617,0.2796324276822844,0.8711373748611833,1.8830240480006128,3.238927428959205,1.4047028433715751,-1.0237630682898655,0.946038764988314,-1.2852576328943033,-1.2704363845724542,-1.279487826583399,-1.3618579952299477,-0.9499492838729132,-1.2674868368378598,0.7730355259253854,0.9674807452884993,1.263476976532763,1.3757602927810693,-1.2120212842128826,-1.14,0.92,1.01,0.72,0.6,-0.73,-0.42,-0.24,-0.4,0
